,Actinomycetaceae,Aerococcus,Aeromonas,Akkermansia,Alcaligenes faecalis et rel.,Allistipes et rel.,Anaerobiospirillum,Anaerofustis,Anaerostipes caccae et rel.,Anaerotruncus colihominis et rel.,Anaerovorax odorimutans et rel.,Aneurinibacillus,Aquabacterium,Asteroleplasma et rel.,Atopobium,Bacillus,Bacteroides fragilis et rel.,Bacteroides intestinalis et rel.,Bacteroides ovatus et rel.,Bacteroides plebeius et rel.,Bacteroides splachnicus et rel.,Bacteroides stercoris et rel.,Bacteroides uniformis et rel.,Bacteroides vulgatus et rel.,Bifidobacterium,Bilophila et rel.,Brachyspira,Bryantella formatexigens et rel.,Bulleidia moorei et rel.,Burkholderia,Butyrivibrio crossotus et rel.,Campylobacter,Catenibacterium mitsuokai et rel.,Clostridium (sensu stricto),Clostridium cellulosi et rel.,Clostridium colinum et rel.,Clostridium difficile et rel.,Clostridium felsineum et rel.,Clostridium leptum et rel.,Clostridium nexile et rel.,Clostridium orbiscindens et rel.,Clostridium ramosum et rel.,Clostridium sphenoides et rel.,Clostridium stercorarium et rel.,Clostridium symbiosum et rel.,Clostridium thermocellum et rel.,Collinsella,Coprobacillus catenaformis et rel.,Coprococcus eutactus et rel.,Corynebacterium,Desulfovibrio et rel.,Dialister,Dorea formicigenerans et rel.,Eggerthella lenta et rel.,Enterobacter aerogenes et rel.,Enterococcus,Escherichia coli et rel.,Eubacterium biforme et rel.,Eubacterium cylindroides et rel.,Eubacterium hallii et rel.,Eubacterium limosum et rel.,Eubacterium rectale et rel.,Eubacterium siraeum et rel.,Eubacterium ventriosum et rel.,Faecalibacterium prausnitzii et rel.,Fusobacteria,Gemella,Granulicatella,Haemophilus,Helicobacter,Klebisiella pneumoniae et rel.,Lachnobacillus bovis et rel.,Lachnospira pectinoschiza et rel.,Lactobacillus catenaformis et rel.,Lactobacillus gasseri et rel.,Lactobacillus plantarum et rel.,Lactobacillus salivarius et rel.,Lactococcus,Leminorella,Megamonas hypermegale et rel.,Megasphaera elsdenii et rel.,Methylobacterium,Micrococcaceae,Mitsuokella multiacida et rel.,Moraxellaceae,Novosphingobium,Oceanospirillum,Oscillospira guillermondii et rel.,Outgrouping clostridium cluster XIVa,Oxalobacter formigenes et rel.,Papillibacter cinnamivorans et rel.,Parabacteroides distasonis et rel.,Peptococcus niger et rel.,Peptostreptococcus anaerobius et rel.,Peptostreptococcus micros et rel.,Phascolarctobacterium faecium et rel.,Prevotella melaninogenica et rel.,Prevotella oralis et rel.,Prevotella ruminicola et rel.,Prevotella tannerae et rel.,Propionibacterium,Proteus et rel.,Pseudomonas,Roseburia intestinalis et rel.,Ruminococcus bromii et rel.,Ruminococcus callidus et rel.,Ruminococcus gnavus et rel.,Ruminococcus lactaris et rel.,Ruminococcus obeum et rel.,Serratia,Sporobacter termitidis et rel.,Staphylococcus,Streptococcus bovis et rel.,Streptococcus intermedius et rel.,Streptococcus mitis et rel.,Subdoligranulum variable at rel.,Sutterella wadsworthia et rel.,Tannerella et rel.,Uncultured Bacteroidetes,Uncultured Chroococcales,Uncultured Clostridiales I,Uncultured Clostridiales II,Uncultured Mollicutes,Uncultured Selenomonadaceae,Veillonella,Weissella et rel.,Vibrio,Wissella et rel.,Xanthomonadaceae,Yersinia et rel.
Bacteroides splachnicus et rel.,-0.09866102889358704,-0.12177589852008457,-0.17899929527836506,-0.02649753347427766,0.06624383368569416,0.5020436927413672,-0.03622269203664553,-0.21141649048625794,-0.11092318534178999,-0.24186046511627907,-0.32459478505990136,-0.29640591966173363,-0.2084566596194503,0.06469344608879493,-0.32642706131078225,-0.25031712473572937,0.4621564482029598,0.37463002114164906,0.4040873854827343,0.578999295278365,1.0,0.5405214940098662,0.3430584918957012,0.39154334038054966,-0.2608879492600423,-0.040310077519379844,0.1331923890063425,-0.11698379140239605,-0.07906976744186046,0.00718816067653277,0.28907681465821,0.08231148696264975,-0.12318534178999295,-0.00014094432699083862,-0.2,0.15940803382663848,-0.15532064834390416,-0.01127554615926709,-0.1704016913319239,-0.48625792811839325,0.039746300211416494,0.04876673713883016,-0.1269908386187456,-0.346723044397463,-0.13079633544749825,0.0817477096546864,-0.006342494714587738,-0.015785764622973927,-0.19774489076814658,0.06765327695560254,-0.002536997885835095,-0.15306553911205073,-0.35391120507399576,-0.10951374207188161,-0.0266384778012685,-0.07272727272727272,-0.13643410852713178,-0.03157152924594785,-0.14390415785764624,-0.2248062015503876,-0.1719520789288231,0.04298801973220578,0.10599013389711064,0.07568710359408033,-0.03326286116983791,0.07188160676532769,0.03551797040169133,-0.1726568005637773,0.20549682875264272,0.04876673713883016,-0.08484848484848485,-0.06737138830162086,-0.12797744890768148,0.13417899929527838,-0.1919661733615222,-0.2661028893587033,-0.0009866102889358704,-0.002677942212825934,0.1536293164200141,0.02776603241719521,-0.16518675123326287,0.09992952783650458,0.03678646934460888,-0.07582804792107117,0.00718816067653277,0.07582804792107117,0.06666666666666667,-0.03763213530655391,-0.08992248062015504,-0.0693446088794926,-0.11867512332628612,0.7747709654686399,-0.41508104298801973,-0.10866807610993658,0.05919661733615222,0.05243128964059197,-0.009161381254404511,-0.03326286116983791,0.35658914728682173,0.5816772374911909,0.016913319238900635,0.010429880197322057,0.16772374911909796,-0.2923185341789993,-0.24933051444679352,-0.35264270613107823,-0.2930232558139535,-0.05017618040873855,-0.2878083157152925,0.13601127554615927,-0.06229739252995067,-0.09795630725863284,0.04778012684989429,-0.06568005637773079,0.01649048625792812,-0.008738548273431995,0.2744186046511628,0.7050035236081748,0.5725158562367865,-0.008738548273431995,0.45891472868217054,0.1587033121916843,0.32966878083157153,-0.15560253699788584,0.31190979563072585,0.05271317829457364,0.22508809020436926,-0.1832276250880902,-0.10232558139534884,-0.0031007751937984496
Bacteroides stercoris et rel.,-0.07935165609584215,-0.08823114869626497,-0.25609584214235376,0.20155038759689922,-0.24284707540521494,0.5847780126849894,-0.20535588442565186,-0.04622973925299507,-0.02776603241719521,-0.16152219873150106,-0.1357293868921776,0.006342494714587738,-0.18773784355179704,-0.17618040873854826,-0.39337561663143056,-0.02466525722339676,0.48231148696264975,0.6170542635658914,0.4146582100070472,0.44989429175475687,0.5405214940098662,1.0,0.4599013389711064,0.4503171247357294,-0.1346018322762509,-0.09950669485553207,-0.08851303735024665,-0.24820295983086682,-0.19943622269203665,0.007892882311486963,-0.08104298801973221,-0.15348837209302327,-0.261169837914024,-0.07103594080338266,-0.3258632840028189,-0.024101479915433405,-0.1346018322762509,0.03072586328400282,-0.18661028893587034,-0.21592670894996477,0.13262861169837914,0.26102889358703313,-0.21000704721634955,-0.1696969696969697,-0.07413671599718111,-0.20563777307963355,-0.2518675123326286,0.07357293868921776,-0.22071881606765328,-0.12135306553911206,-0.15081042988019733,0.10866807610993658,-0.13671599718111346,0.07145877378435518,-0.1905567300916138,0.020859760394644114,-0.08076109936575053,-0.3050035236081748,0.021705426356589147,-0.015926708949964764,0.020155038759689922,-0.39732205778717405,0.33446088794926004,-0.15377026074700492,-0.501338971106413,-0.17054263565891473,-0.17716701902748413,-0.055391120507399576,0.11881606765327696,-0.14249471458773785,-0.032135306553911204,-0.41451726568005637,-0.2601832276250881,-0.15673009161381254,-0.23227625088090204,-0.26328400281888653,0.019591261451726568,0.20831571529245949,-0.09809725158562368,-0.019732205778717406,-0.448907681465821,-0.05017618040873855,-0.050317124735729385,-0.36659619450317127,-0.1945031712473573,-0.06624383368569416,-0.06398872445384074,-0.11909795630725863,-0.0021141649048625794,-0.055391120507399576,-0.3705426356589147,0.48498942917547566,-0.15264270613107822,-0.11980267794221283,-0.23988724453840732,-0.23763213530655392,-0.27385482734319944,-0.26187455954897815,0.22762508809020437,0.6295983086680761,-0.021000704721634955,-0.24031007751937986,0.04002818886539817,-0.256800563777308,-0.1324876673713883,-0.23692741367159972,-0.0792107117688513,-0.4412966878083157,-0.09076814658210007,0.11937984496124031,-0.16927413671599717,-0.13770260747004934,0.08414376321353066,0.04425651867512333,0.08386187455954898,0.17477096546863988,0.04594785059901339,0.4255109231853418,0.25736434108527134,-0.2332628611698379,0.0005637773079633545,0.05243128964059197,0.09189570119802679,0.10979563072586328,0.04397463002114165,0.2138125440451022,0.10697674418604651,-0.2011275546159267,-0.3203664552501762,-0.19351656095842143
Bacteroides uniformis et rel.,-0.15673009161381254,-0.3949260042283298,-0.17392529950669486,0.19830866807610995,-0.13375616631430584,0.38661028893587035,-0.16899224806201552,-0.1338971106412967,-0.1040169133192389,-0.11444679351656095,-0.14474982381959126,-0.10091613812544045,0.030303030303030304,-0.1350246652572234,-0.1522198731501057,-0.12036645525017618,0.775475687103594,0.4025369978858351,0.7167019027484144,0.531923890063425,0.3430584918957012,0.4599013389711064,1.0,0.5950669485553206,0.21198026779422127,-0.0551092318534179,-0.04129668780831572,-0.36885130373502467,-0.27174066243833683,0.08428470754052149,-0.16955602536997885,-0.05750528541226216,-0.14954193093727977,0.010429880197322057,-0.31402396053558845,-0.22790697674418606,-0.16011275546159268,0.05821000704721635,-0.0927413671599718,-0.07878787878787878,-0.00817477096546864,0.10133897110641296,-0.29950669485553205,0.08780831571529246,-0.12868217054263567,-0.09725158562367865,-0.12360817477096547,0.2448202959830867,-0.3656095842142354,-0.12854122621564482,-0.023255813953488372,0.208738548273432,-0.22677942212825933,-0.27427766032417195,0.04073291050035236,-0.26215644820295986,-0.09513742071881606,-0.28921775898520086,-0.06201550387596899,-0.2273431994362227,-0.3233262861169838,-0.3692741367159972,0.2441155743481325,-0.346723044397463,-0.2962649753347428,-0.07780126849894292,-0.10091613812544045,-0.4276250880902044,-0.08527131782945736,0.01127554615926709,0.040169133192389,-0.3674418604651163,-0.5523608174770965,-0.2386187455954898,-0.22508809020436926,-0.10303030303030303,-0.2343904157857646,-0.005637773079633545,-0.06539816772374912,-0.06892177589852008,-0.33234672304439744,0.002959830866807611,-0.14770965468639888,-0.21874559548978154,-0.13107822410147993,-0.0952783650458069,-0.08231148696264975,-0.12304439746300211,-0.3581395348837209,0.11317829457364341,-0.3169837914023961,0.2288935870331219,-0.20591966173361523,-0.08400281888653982,-0.1051444679351656,-0.16941508104298802,-0.1883016208597604,0.04510218463706836,0.28893587033121915,0.49119097956307256,0.09725158562367865,-0.07357293868921776,-0.11571529245947851,-0.1832276250880902,-0.03861874559548978,-0.05919661733615222,-0.1704016913319239,-0.3083861874559549,-0.23227625088090204,-0.07244538407329106,-0.1897110641296688,-0.13587033121916842,-0.12980972515856237,-0.1657505285412262,-0.10486257928118393,-0.06737138830162086,0.11937984496124031,0.35532064834390414,0.09978858350951374,-0.16335447498238195,-0.021705426356589147,0.0989429175475687,-0.0408738548273432,0.1890063424947146,0.0052149400986610285,-0.06469344608879493,0.051726568005637776,-0.05440451021846371,0.058632840028188866,0.03298097251585624
Bacteroides vulgatus et rel.,-0.12219873150105708,-0.2080338266384778,-0.37392529950669484,0.0054968287526427064,-0.11430584918957012,0.5464411557434813,-0.19873150105708245,-0.23918252290345313,-0.3926708949964764,0.022128259337561663,-0.3696969696969697,-0.4379140239605356,-0.07639182522903454,-0.16279069767441862,-0.0861169837914024,-0.33234672304439744,0.5837914023960535,0.5864693446088795,0.5622269203664553,0.62184637068358,0.39154334038054966,0.4503171247357294,0.5950669485553206,1.0,0.1003523608174771,-0.0569415081042988,-0.06145172656800564,-0.3484143763213531,-0.1883016208597604,-0.013530655391120507,0.020155038759689922,-0.15673009161381254,-0.04778012684989429,0.15602536997885835,-0.19661733615221988,-0.10007047216349542,-0.02029598308668076,0.00014094432699083862,-0.07385482734319944,-0.34954193093727975,-0.09006342494714588,-0.11106412966878083,-0.4634249471458774,-0.18646934460887948,-0.31980267794221284,-0.17942212825933757,-0.014658210007047217,0.054827343199436225,-0.6455250176180408,-0.18083157152924595,-0.11712473572938689,-0.2514446793516561,-0.4897815362931642,-0.29415081042988017,-0.13826638477801267,-0.3395348837209302,-0.04467935165609584,-0.06765327695560254,-0.3974630021141649,-0.4856941508104299,-0.3230443974630021,-0.33883016208597605,0.3389711064129669,-0.5289640591966174,-0.03861874559548978,-0.13671599718111346,-0.030866807610993658,-0.26229739252995066,0.010711768851303736,-0.11853417899929528,0.09866102889358704,-0.19267089499647638,-0.3412262156448203,-0.31980267794221284,-0.19224806201550387,-0.30613107822410146,-0.2500352360817477,-0.18604651162790697,-0.15447498238195911,-0.11162790697674418,-0.46511627906976744,0.09809725158562368,-0.15715292459478505,-0.25214940098661026,-0.14460887949260043,-0.14249471458773785,-0.14094432699083861,-0.04918957011980268,-0.49837914023960533,0.009161381254404511,-0.2379140239605356,0.3276955602536998,-0.12332628611698379,-0.006906272022551093,-0.11402396053558844,-0.10317124735729387,-0.14221282593375617,0.0638477801268499,0.3646229739252995,0.6789288231148696,0.03481324876673714,-0.2397463002114165,0.05933756166314306,-0.3857646229739253,0.06272022551092318,0.10049330514446793,-0.3732205778717407,-0.3811134601832276,-0.4834390415785765,0.026215644820295984,-0.03565891472868217,-0.22579281183932345,-0.22381959126145173,-0.24031007751937986,-0.21959126145172655,-0.0028188865398167725,0.06483439041578576,0.44326990838618746,0.30162085976039466,-0.09386892177589852,0.20281888653981678,0.2566596194503171,0.17054263565891473,-0.2215644820295983,0.006624383368569415,-0.14418604651162792,0.0284707540521494,-0.11120507399577167,-0.14658210007047218,-0.030021141649048625
Bifidobacterium,0.015785764622973927,-0.4069062720225511,-0.06539816772374912,0.1949260042283298,-0.14770965468639888,-0.015926708949964764,-0.2879492600422833,-0.16279069767441862,-0.10683579985905567,0.013107822410147992,-0.03805496828752643,-0.18886539816772374,0.07963354474982381,-0.1916842847075405,0.21451726568005638,-0.07498238195912614,0.06511627906976744,-0.07033121916842847,0.01536293164200141,-0.008033826638477801,-0.2608879492600423,-0.1346018322762509,0.21198026779422127,0.1003523608174771,1.0,-0.030021141649048625,-0.25821000704721636,-0.4820295983086681,0.31980267794221284,-0.15997181113460182,-0.5313601127554616,-0.17011980267794222,0.14291754756871036,0.31007751937984496,0.13347427766032416,-0.49950669485553206,0.24904862579281184,0.10232558139534884,0.053417899929527835,-0.04073291050035236,-0.08583509513742071,-0.1788583509513742,-0.4887949260042283,0.0948555320648344,-0.3226215644820296,-0.12713178294573643,-0.08301620859760395,-0.08668076109936575,-0.3961945031712474,-0.1792811839323467,-0.11726568005637773,-0.09837914023960535,-0.23890063424947147,0.028047921071176884,0.17209302325581396,-0.13671599718111346,0.08386187455954898,0.007047216349541931,-0.13220577871740663,0.03988724453840733,-0.2913319238900634,-0.5446088794926004,0.0038054968287526427,-0.3269908386187456,-0.17984496124031008,-0.21620859760394645,-0.23960535588442566,-0.37237491190979566,0.04312896405919662,-0.14531360112755462,0.3233262861169838,-0.28907681465821,-0.2868217054263566,-0.33967582804792107,-0.13699788583509515,-0.02762508809020437,-0.07272727272727272,-0.3120507399577167,-0.10725863284002819,-0.07470049330514447,-0.1350246652572234,-0.22100070472163497,-0.18252290345313602,-0.21014799154334038,-0.17801268498942918,-0.014658210007047217,-0.18252290345313602,0.010993657505285413,-0.44876673713883014,0.12022551092318534,-0.2193093727977449,-0.1711064129668781,0.2040873854827343,-0.22410147991543342,-0.2204369274136716,-0.1543340380549683,0.03439041578576462,-0.009020436927413672,-0.030303030303030304,-0.24806201550387597,-0.1276955602536998,-0.10880902043692742,0.11078224101479915,-0.10725863284002819,0.1343199436222692,0.012403100775193798,-0.3014799154334038,-0.006765327695560253,-0.2535588442565187,0.06243833685694151,0.03298097251585624,-0.13121916842847076,-0.14263565891472868,-0.13530655391120508,-0.13220577871740663,0.24876673713883016,-0.08555320648343905,-0.21874559548978154,-0.07695560253699789,-0.1730796335447498,0.2200140944326991,0.21437632135306553,0.09823819591261451,0.030866807610993658,-0.2328400281888654,-0.20902043692741368,-0.05454545454545454,-0.2528541226215645,-0.05369978858350952,0.06624383368569416
Bilophila et rel.,0.7457364341085271,0.4896405919661734,0.6593375616631431,0.18421423537702608,0.5922480620155038,0.1040169133192389,0.7392529950669485,0.5069767441860465,0.002677942212825934,0.15391120507399578,0.20507399577167018,0.3405214940098661,0.6625792811839324,0.716138125440451,0.3444679351656096,0.6632840028188866,0.07075405214940099,0.07258632840028188,0.06737138830162086,0.22071881606765328,-0.040310077519379844,-0.09950669485553207,-0.0551092318534179,-0.0569415081042988,-0.030021141649048625,1.0,0.7581395348837209,0.31360112755461594,0.11050035236081748,0.5455954897815363,0.16913319238900634,0.7362931642001409,0.04467935165609584,0.333615221987315,0.001127554615926709,0.21846370683579985,-0.10641296687808316,0.5696969696969697,0.12544045102184637,0.027202255109231854,0.151092318534179,0.4710359408033827,0.23002114164904863,0.6023960535588443,0.38491895701198026,0.7427766032417196,0.12078928823114869,0.4825933756166314,0.07019027484143764,0.8171952078928824,0.7735024665257223,0.19619450317124737,0.2754052149400987,0.35574348132487665,0.47061310782241017,0.6334038054968287,0.4050739957716702,-0.3378435517970402,0.5020436927413672,-0.09823819591261451,0.5279774489076815,-0.020014094432699085,0.18618745595489783,0.03819591261451727,-0.10119802677942213,0.7880197322057787,0.646370683579986,0.3457364341085271,-0.01127554615926709,0.7434813248766737,0.39323467230443976,-0.1083861874559549,0.021846370683579985,0.6105708245243129,0.6415785764622974,0.6217054263565891,0.40056377730796333,0.30429880197322057,0.5137420718816068,0.8173361522198731,0.509090909090909,0.6570824524312896,0.7725158562367864,0.5649048625792812,0.7303735024665258,0.6727272727272727,0.7083861874559549,-0.13587033121916842,-0.056800563777307966,0.48851303735024665,0.32558139534883723,0.02776603241719521,-0.12656800563777307,0.7758985200845666,0.7495419309372797,0.2731501057082452,-0.2799154334038055,-0.21071176885130374,-0.07681465821000705,-0.09541930937279774,0.7446088794926005,0.6742776603241719,0.14432699083861875,-0.03481324876673714,-0.023114869626497534,0.17857646229739252,-0.001832276250880902,0.15207892882311486,0.2441155743481325,-0.09584214235377025,0.018604651162790697,0.7933756166314306,0.37477096546863986,0.4820295983086681,0.4195912614517266,0.05609584214235377,0.5495419309372798,0.21437632135306553,0.20789288231148698,0.5671599718111346,0.02748414376321353,0.1338971106412967,0.03453136011275546,0.41578576462297395,0.3823819591261452,0.48146582100070473,0.39915433403805495,0.3346018322762509,0.5884425651867512,0.6941508104298802
Brachyspira,0.7251585623678647,0.4400281888653982,0.6207188160676532,0.1463002114164905,0.7992952783650458,0.1916842847075405,0.8980972515856237,0.5701198026779423,0.18928823114869628,0.23481324876673715,0.2661028893587033,0.3671599718111346,0.658491895701198,0.8827343199436223,0.23960535588442566,0.604369274136716,0.15856236786469344,-0.16673713883016208,0.09936575052854123,0.24355179704016913,0.1331923890063425,-0.08851303735024665,-0.04129668780831572,-0.06145172656800564,-0.25821000704721636,0.7581395348837209,1.0,0.46286116983791403,0.14207188160676532,0.584355179704017,0.2832980972515856,0.9448907681465821,0.005355884425651868,0.4466525722339676,-0.09048625792811839,0.32684989429175476,-0.20056377730796335,0.6405919661733616,0.1269908386187456,0.06060606060606061,0.23185341789992953,0.4624383368569415,0.3961945031712474,0.4666666666666667,0.5031712473572939,0.9303735024665257,0.003241719520789288,0.44862579281183934,0.2859760394644116,0.8880902043692741,0.8862579281183932,0.23255813953488372,0.23819591261451725,0.31726568005637773,0.616631430584919,0.6435517970401692,0.4875264270613108,-0.3040169133192389,0.6518675123326286,-0.13784355179704016,0.5589852008456659,0.08809020436927413,0.13756166314305848,0.1455954897815363,-0.0711768851303735,0.9172656800563778,0.6197322057787175,0.19647639182522902,0.16659619450317126,0.9247357293868922,0.46074700493305143,-0.08400281888653982,-0.0284707540521494,0.8243833685694151,0.5801268498942918,0.6923185341789992,0.44073291050035235,0.36730091613812543,0.6572233967582805,0.7898520084566596,0.6563777307963354,0.834954193093728,0.8999295278365046,0.7674418604651163,0.9416490486257928,0.7323467230443975,0.8124031007751938,-0.04298801973220578,0.08456659619450317,0.3372797744890768,0.2617336152219873,0.10542635658914729,-0.09795630725863284,0.8380549682875265,0.9392529950669486,0.42297392529950667,-0.16109936575052855,-0.07610993657505286,0.16011275546159268,-0.01536293164200141,0.8491895701198027,0.8365045806906272,0.20972515856236787,-0.018604651162790697,-0.07864693446088795,0.1843551797040169,0.012121212121212121,0.08893587033121916,0.3331923890063425,0.052854122621564484,0.01620859760394644,0.8491895701198027,0.22353770260747005,0.3522198731501057,0.28964059196617337,0.05200845665961945,0.5233262861169838,0.2673713883016209,0.28696264975334745,0.6957011980267794,0.010429880197322057,0.17237491190979562,0.14291754756871036,0.36772374911909794,0.4770965468639887,0.5661733615221988,0.6184637068357999,0.39210711768851303,0.6217054263565891,0.8015503875968992
Bryantella formatexigens et rel.,0.30204369274136716,0.5420718816067653,0.6097251585623679,-0.21198026779422127,0.2828752642706131,-0.2146582100070472,0.49654686398872444,0.610429880197322,0.5307963354474983,-0.14799154334038056,0.0408738548273432,0.4507399577167019,0.3360112755461593,0.48597603946441154,0.03481324876673714,0.39915433403805495,-0.18266384778012684,-0.2916138125440451,-0.1945031712473573,-0.14615926708949964,-0.11698379140239605,-0.24820295983086682,-0.36885130373502467,-0.3484143763213531,-0.4820295983086681,0.31360112755461594,0.46286116983791403,1.0,-0.13150105708245244,0.4059196617336152,0.2851303735024665,0.3620859760394644,-0.04298801973220578,-0.060324171952078925,-0.29457364341085274,0.2597603946441156,-0.20958421423537701,0.1722339675828048,-0.13136011275546158,0.2686398872445384,-0.07568710359408033,0.346723044397463,0.6269203664552502,0.2785059901338971,0.6756871035940804,0.3939393939393939,-0.008315715292459478,0.1919661733615222,0.4153629316420014,0.40563777307963356,0.41141649048625795,0.04778012684989429,0.6018322762508809,0.18026779422128258,0.29020436927413673,0.4639887244538407,0.17054263565891473,-0.10345313601127555,0.4015503875968992,0.17181113460183228,0.45609584214235377,0.41198026779422126,-0.18858350951374206,0.38816067653276953,0.13150105708245244,0.4980972515856237,0.3798449612403101,0.47300916138125443,-0.02762508809020437,0.42381959126145174,0.06370683579985906,0.1529245947850599,0.2952783650458069,0.453276955602537,0.36011275546159266,0.4069062720225511,0.17491190979563073,0.11346018322762509,0.45384073291050037,0.28301620859760396,0.4063424947145877,0.45482734319943624,0.44200140944326993,0.35560253699788585,0.43622269203664554,0.4443974630021142,0.23157152924594784,-0.261169837914024,0.5658914728682171,0.009866102889358703,0.44284707540521495,-0.10373502466525722,-0.13220577871740663,0.4613107822410148,0.42875264270613106,0.16236786469344608,-0.11712473572938689,-0.06779422128259338,-0.14263565891472868,-0.11317829457364341,0.408738548273432,0.5446088794926004,0.031148696264975333,0.045243128964059194,-0.387737843551797,-0.04200140944326991,0.5296687808315715,0.24073291050035237,0.5839323467230444,-0.052854122621564484,-0.23030303030303031,0.5288231148696265,0.28964059196617337,0.3732205778717407,0.3147286821705426,-0.2646934460887949,0.22071881606765328,-0.11472868217054263,-0.02255109231853418,0.45708245243128964,-0.26892177589852007,-0.29499647639182525,-0.12868217054263567,0.03199436222692037,0.2527131782945736,0.34644115574348133,0.31627906976744186,0.3099365750528541,0.3343199436222692,0.4028188865398168
Bulleidia moorei et rel.,0.22452431289640593,-0.07526427061310782,-0.030303030303030304,0.014517265680056377,0.2780831571529246,-0.022832980972515855,0.2,0.024101479915433405,0.0266384778012685,0.16377730796335446,0.2441155743481325,0.01719520789288231,0.16180408738548274,0.14728682170542637,0.35658914728682173,0.07258632840028188,-0.20014094432699084,-0.2613107822410148,-0.28076109936575055,-0.3068357998590557,-0.07906976744186046,-0.19943622269203665,-0.27174066243833683,-0.1883016208597604,0.31980267794221284,0.11050035236081748,0.14207188160676532,-0.13150105708245244,1.0,-0.053558844256518676,-0.17477096546863988,0.2208597603946441,0.24256518675123326,0.2971106412966878,0.4312896405919662,0.133615221987315,0.059760394644115575,0.15771670190274842,0.17350246652572235,-0.1295278365045807,0.31726568005637773,0.07174066243833686,-0.12360817477096547,-0.05440451021846371,-0.11712473572938689,0.22170542635658916,0.2630021141649049,-0.0054968287526427064,-0.13629316420014095,0.18787878787878787,0.12149400986610288,-0.11952078928823115,-0.025229034531360113,0.3678646934460888,0.16448202959830865,0.03185341789992953,0.25243128964059197,0.3171247357293869,0.0854122621564482,0.1430584918957012,0.0569415081042988,-0.14446793516560957,-0.06821705426356589,0.11050035236081748,-0.06046511627906977,0.18816067653276955,0.010007047216349542,-0.14291754756871036,0.0463706835799859,0.1602536997885835,0.4208597603946441,-0.06074700493305144,-0.1533474277660324,0.08400281888653982,0.19210711768851305,0.23340380549682876,0.28851303735024664,-0.04467935165609584,-0.007892882311486963,0.2032417195207893,0.284707540521494,0.02536997885835095,0.09936575052854123,0.31219168428470756,0.1634954193093728,0.12459478505990133,0.06553911205073996,0.25821000704721636,-0.2665257223396758,0.043551797040169135,-0.026074700493305146,0.030866807610993658,0.32290345313601126,0.10711768851303735,0.19802677942212826,0.19943622269203665,0.17350246652572235,0.0021141649048625794,0.00718816067653277,-0.27286821705426356,0.015644820295983086,0.11627906976744186,0.14376321353065538,-0.07794221282593376,0.13121916842847076,-0.08442565186751233,-0.24186046511627907,-0.06356589147286822,-0.06427061310782241,0.007329105003523608,0.227061310782241,0.09499647639182524,-0.019873150105708247,-0.07751937984496124,-0.0952783650458069,0.3035940803382664,-0.19718111346018322,-0.25863284002818887,-0.1722339675828048,0.13446088794926003,0.2535588442565187,0.18661028893587034,0.23044397463002114,-0.07075405214940099,-0.37561663143058494,-0.04129668780831572,0.1113460183227625,-0.08005637773079634,0.05017618040873855,0.23044397463002114
Burkholderia,0.5004933051444679,0.47258632840028186,0.5532064834390416,-0.08907681465821,0.5289640591966174,0.04425651867512333,0.5725158562367865,0.635799859055673,0.32783650458069064,-0.14841437632135307,0.07639182522903454,0.36138125440451024,0.7981677237491192,0.5812544045102185,-0.22410147991543342,0.6555320648343904,0.3279774489076815,0.11007751937984496,0.20084566596194503,0.11825229034531361,0.00718816067653277,0.007892882311486963,0.08428470754052149,-0.013530655391120507,-0.15997181113460182,0.5455954897815363,0.584355179704017,0.4059196617336152,-0.053558844256518676,1.0,-0.013671599718111346,0.5174066243833686,-0.10246652572233968,0.18111346018322763,-0.3097956307258633,0.1850599013389711,-0.04482029598308668,0.5236081747709654,-0.21296687808315715,0.009302325581395349,-0.0015503875968992248,0.5252995066948555,0.46286116983791403,0.2631430584918957,0.42832980972515855,0.49062720225510925,-0.2069062720225511,0.5002114164904863,-0.07399577167019028,0.6177589852008457,0.5985905567300916,0.06187455954897815,0.3696969696969697,0.1890063424947146,0.41663143058491897,0.607892882311487,0.21296687808315715,-0.2167723749119098,0.4959830866807611,-0.046511627906976744,0.4084566596194503,-0.08766737138830162,-0.13136011275546158,0.11937984496124031,-0.09471458773784355,0.6315715292459478,0.49119097956307256,0.35419309372797747,-0.18745595489781536,0.57815362931642,0.34418604651162793,-0.2536997885835095,-0.09950669485553207,0.4365045806906272,0.41818181818181815,0.4731501057082452,0.30556730091613815,0.2649753347427766,0.5014799154334038,0.41451726568005637,0.39140239605355887,0.4435517970401691,0.6587737843551797,0.32431289640591965,0.5534883720930233,0.7037350246652572,0.40831571529245947,-0.3963354474982382,0.07216349541930937,0.2886539816772375,0.3916842847075405,0.23805496828752643,-0.3203664552501762,0.5967582804792108,0.5615221987315011,0.19464411557434813,-0.30204369274136716,-0.0711768851303735,0.17434813248766737,0.26539816772374913,0.7178294573643411,0.49823819591261453,-0.04326990838618745,-0.2770965468639887,-0.26356589147286824,-0.12233967582804792,0.0952783650458069,0.27159971811134603,0.2562367864693446,-0.23692741367159972,-0.3529245947850599,0.7274136715997181,0.381677237491191,0.6056377730796335,0.5315010570824524,-0.18308668076109938,0.31360112755461594,0.05595489781536293,0.22790697674418606,0.28076109936575055,-0.3058491895701198,-0.36631430584918956,-0.3274136715997181,0.07385482734319944,0.41733615221987314,0.5355884425651868,0.36659619450317127,0.4324171952078929,0.6518675123326286,0.5457364341085271
