"","sample-1","sample-2","sample-3","sample-4","sample-5","sample-6","sample-7","sample-8","sample-9","sample-10","sample-11","sample-12","sample-13","sample-14","sample-15","sample-16","sample-17","sample-18","sample-19","sample-20","sample-21","sample-22","sample-23","sample-24","sample-25","sample-26","sample-27","sample-28","sample-29","sample-30","sample-31","sample-32","sample-33","sample-34","sample-35","sample-36","sample-37","sample-38","sample-39","sample-40","sample-41","sample-42","sample-43","sample-44"
"Anaerovorax odorimutans et rel.",126.825714107609,131.949221665562,136.691340277172,170.168260167971,145.458873943134,228.678440724808,164.230025154991,176.561323816033,237.528956417451,131.99666337129,222.483415561375,329.086575373109,154.3346694666,198.221628731811,117.390871958504,146.235939750058,189.668863895654,165.974980201042,128.400208780204,197.314921945282,139.315521139951,196.405078188937,107.172639525412,113.468138752181,154.508958065083,159.13904372382,183.653270101586,289.552343217993,94.4314892364443,104.014674922572,152.479459872198,133.879651943749,152.88279321351,127.475535255411,80.7180617069671,101.07260187257,171.307128273208,263.185181858888,146.577237837244,172.1230752751,289.715697752917,242.630640176734,158.277111531871,154.93305256726
"Aneurinibacillus",70.7108572101241,69.6804112897698,70.8603467969064,70.5542112769007,66.710279961141,66.6385272741133,77.6442642734407,79.9188237670852,98.0219457377876,88.2217935974878,89.0478927354006,78.156821741478,99.7188735767852,120.822378641601,71.4851769305142,74.0486993942113,74.3846095063759,78.7901930993286,118.967600667652,133.189060576669,78.8313726131745,75.5154127917417,86.4966951113992,71.4996362592464,84.0673372325693,85.4496245676123,65.0543028331838,70.6938743008619,68.3005192721446,70.1025383514013,86.0213762285891,84.0877506159836,75.9819141435556,77.6683543708724,72.9299013441859,83.3149089128919,84.0772467625332,100.913420745131,77.5229914657314,78.4402033599785,109.248483881923,94.0429476476998,63.3802247994897,60.0089098554828
"Aquabacterium",108.406690118482,140.206566438611,151.691337300475,142.284139898111,80.3757531708356,94.754317363515,133.312686589785,117.549725863465,151.454207797288,358.503882982676,79.7988974106253,116.33668669637,96.7363907400758,81.7404894153609,113.6904708009,86.5649822489615,124.274072286879,153.852287244392,147.328526024562,149.008341840469,71.2637454367851,144.089280642675,96.321982220393,138.829910906074,85.5325115487909,82.8757954464834,70.2562486999346,81.7104980048616,67.8521715447705,67.9502893664774,71.3503763345499,71.5559768903673,71.0309619878604,71.2045053421841,97.0565693061258,122.417829856192,94.4922709035107,105.807867607415,55.7180215858105,57.3500964372849,98.610255384969,85.8476898090273,91.8211527380879,111.821978755371
"Asteroleplasma et rel.",57.7479000069951,62.7423991577501,63.3734043858441,56.7973909553067,54.6933210615051,56.7095839245048,55.4149843316228,67.7797791844055,62.5564238367775,72.5800744643296,61.8499387780404,56.2693428598733,58.9983956140564,58.0328883312207,53.5898721497496,53.7834721084637,61.0870894258142,64.0440753658617,60.4589655396193,60.421356331163,59.0013483087201,57.6597596247749,59.8809445860586,59.9737114805465,56.404864264297,57.9634176839067,53.4944404778144,55.505342873996,55.2452335613111,55.0702930603614,55.1664351358721,56.5676156071883,54.8385650919287,54.1779265509736,62.1263454291406,59.5800754856561,55.7169683767469,53.6569197537208,55.608997794817,56.0770868815876,55.0618174423367,56.9867188574054,61.5951509851204,61.2866796338572
"Atopobium",68.6902307624283,69.5018760246498,128.674735901543,114.454060214705,63.6536104406762,65.9354179295729,74.5184708298813,70.9907128213294,61.7571417827604,61.7046142680734,79.4264060557684,87.2019743982473,61.1901130626113,58.9231141483468,70.0933577561608,80.4001780869639,87.12137785316,65.5106624455496,75.6061461303009,73.8443340826284,71.2151151579396,64.7763678942646,61.9272011003054,61.1765513965412,91.7372903699922,81.6407589380327,103.013127208695,94.0847599069373,59.8607155668081,61.7568079840409,76.8357280620267,82.4962290333719,73.1773509749735,82.4970246919019,58.7046390127211,66.8813023771559,73.5507654933215,87.2233782925011,90.0234079060188,85.5837961367159,87.2665195586708,82.1716424861928,94.233509192456,89.8111926824643
"Bacillus",69.7313296860786,77.3010991855186,69.6932912089036,75.1690225508906,77.3218207528179,71.9010388440783,73.4606904016444,82.8320855977751,97.8269897364667,85.9275508749608,74.1342293312254,76.9385990233153,79.3835571897419,83.3706973731911,64.8288493450203,63.2571000096358,75.8222155530047,87.0508686569266,87.4490693547851,90.02576707893,66.6086299228869,80.541650964021,75.0231314623549,79.2661270170093,71.6159918258995,69.0822571999417,69.3910048980298,69.6853622945233,61.1426961866415,62.9356698982363,66.8893930323181,67.1002979414109,60.8651731379364,66.4108015638012,73.7481562654471,97.8063849910104,71.0787284465223,83.7446403133401,70.3688013713464,72.4341487256026,88.470284208585,72.6049319723709,69.187855288079,66.2177837368566
"Bacteroides fragilis et rel.",718.104032714044,193.962449543499,242.623567935499,196.172911324543,277.680916234422,175.596386592499,92.5084997666175,127.539541789612,402.355141512946,773.514285634528,189.176038479883,288.794490728855,118.411248671089,164.027424287073,170.053169860563,167.215221248746,417.711659753742,563.908925656461,294.506326116288,467.3077171956,209.492484054742,255.133814280877,388.068938493746,376.239408691817,190.920622696957,200.539471726796,473.895911516032,243.950198735356,233.909549190629,422.817132949549,298.229761171357,341.42657307668,151.601200316558,149.72972010628,545.766010482748,187.266017544183,595.885514408984,148.539416417438,195.375483137489,151.676131318429,118.928308398842,119.159211688606,168.481563419987,131.84224444927
"Bacteroides intestinalis et rel.",1010.74629907996,578.114474786032,343.02475090902,437.923759362198,355.620794224631,185.788442052284,524.680052577739,1326.03195018031,236.722504357299,247.743132718188,208.911536681489,271.063405928074,279.128714561074,440.718829015277,375.299492034645,313.985020278493,319.873778567671,358.545515735145,312.269919827258,1251.66970239927,163.342669246282,186.68754094628,741.79280172572,628.612582714251,154.303413475652,164.819940692556,1301.69708417037,2916.05813176194,388.848420624247,807.443723402487,266.593777502798,400.949380348275,147.979744314275,119.84341482464,880.795557139269,166.90430386934,1444.72182857649,432.692517700098,1296.08539727174,1092.00180783726,216.778792785283,309.889256874833,305.237736802645,196.984052435597
"Bacteroides ovatus et rel.",556.989952431918,203.976810532673,189.513391599866,158.445425826505,218.617796922278,110.166853618128,87.1756709644655,109.148429937633,271.116476531947,308.854083259467,184.785279714942,212.41591532599,104.850520590486,136.522046366556,155.281187328921,211.726640778914,249.993919361353,301.800703120036,178.107333503078,286.902047539354,158.623443221637,165.559767399146,202.769847463457,184.312698692664,135.031596210086,142.063454935842,186.566593935567,122.14543399887,254.603135984789,426.356519713121,253.246554639582,287.823869711046,119.499208784765,133.549115093066,374.658048582236,137.056073977523,411.785437847208,127.425596072831,165.593629808562,135.35043202427,106.522704797181,114.807001723738,122.880633522967,97.2096436454095
"Bacteroides plebeius et rel.",247.538106727599,154.526094066991,206.84990562254,207.050313086075,209.937347265621,169.674952582862,151.662667231742,166.908854198519,184.768546438993,197.061475583159,183.758078774951,205.341052250037,134.495265914046,171.102022640877,179.744418045769,169.587333514813,314.828302373821,316.701137906956,178.609472088374,246.409893534875,148.751185948222,180.008524674133,287.939936379877,232.971300806462,151.735651145505,179.740260122327,270.791599037324,247.77207354666,608.711603144211,823.918405292742,194.469943003191,233.909333733959,163.534019598962,106.653020274645,1370.25775641319,251.470689125243,315.911770968071,140.005959113624,210.538695653957,197.467976154078,121.583345693674,126.225419765626,197.418813628311,240.820118953333
"Bacteroides splachnicus et rel.",249.125701407963,163.336329525447,132.44132001078,129.475702811067,156.876687602512,132.432185423144,93.0555554205134,126.757447549943,120.841952744754,161.068879881138,113.845968368271,137.063021071759,178.438548480639,206.012749176711,156.454862772016,150.397228801134,144.099761047868,151.373383449149,127.889715456695,150.208755336526,112.245125127065,148.78712978321,187.686313502828,166.470120655492,135.917418904525,134.706553914463,243.044432982709,226.161295085111,203.284974523054,251.535117218611,159.439639964224,178.753779232709,210.370517946966,95.7230837205491,316.50894022503,128.204697437052,234.891220217206,110.265205522961,147.034446902238,146.581711681456,99.5116769103297,104.572041083893,151.863883206322,175.258876415793
"Bacteroides stercoris et rel.",178.6073527006,95.7092352635231,110.435733410438,101.390240823004,203.235874067702,111.439454497321,74.6334453683145,96.0218426730386,168.165175497712,163.891002600803,118.320185502755,124.353000334438,424.530732431668,676.376544423919,172.281912967786,131.839749570625,169.420734521375,192.033863298556,128.089653856323,260.065706650878,107.27333348915,118.778800628156,446.016038967902,432.563547138674,86.2727574866147,87.6227341144399,322.766368070476,328.835185844243,160.099710324773,208.305389633422,131.132711425341,255.009753700973,82.3537068216151,83.9200825100018,431.570531167008,98.5700334776327,657.101545349568,228.182696484795,312.77001660271,259.013439818218,100.468823891553,116.264521536762,99.5241106786775,85.6634817284931
"Bacteroides uniformis et rel.",2522.38519801653,634.240952516549,611.813536979875,864.279552949268,364.558295515035,254.60779387784,156.302333499534,198.268715979786,767.889320632352,1022.55799095941,363.597362539241,525.884706170629,128.705667665721,185.568810958459,403.254105610368,285.417296580236,925.542292028491,1512.38203744983,716.463818278434,941.453146539412,552.923514738386,963.066726143761,879.649550302995,638.805087947881,171.487271489602,247.309745161499,1993.43477619964,881.737585339432,804.993759490944,1392.25815474637,1019.35794721598,1044.22844184472,208.848167798404,175.673915031122,751.506136901127,184.946393770712,2146.9403281167,355.079289078254,675.027797138474,486.222164664584,726.260037049865,720.304026567958,186.163230184359,197.607207813675
"Bacteroides vulgatus et rel.",4745.52223686852,1485.9560865263,1957.63814978269,1625.0801655918,1913.12134610716,800.064260380417,625.77956770213,3168.12071059853,323.202100560207,312.940972552621,952.722698880896,885.55058310731,239.679321010797,255.164758053511,3490.92358974288,5196.98776930178,4919.46656363153,3406.0278015927,1934.88365144752,4678.33947906333,931.145419144819,1236.54983641056,4735.19282082193,3989.63254243368,516.259058501709,710.292058512707,5946.05263539101,3152.95138311007,1782.88383487756,3689.47472010716,3345.55248603418,4723.34780750622,306.09958446685,312.65693647773,2354.70432238073,535.144775866267,9797.44755546045,709.436695198386,1815.47802123809,1400.35692359212,183.060627861742,194.206942401287,638.994549124161,1428.85085181869
"Bifidobacterium",337.394622204231,439.991822284832,2292.53170802591,1199.49229552512,358.848664056431,660.133370990134,298.478005008576,647.232261106548,1534.70344739924,1303.20002783601,197.460347682218,359.455918325138,111.622889663112,97.4671661797096,2507.70010168965,2890.67332212074,1682.80668278151,776.14765430643,1299.69107100819,1172.96904193998,771.138181349205,1570.89485896303,124.724948927157,111.658652381461,1121.59308123063,809.323321712302,2360.63924861535,1889.47862711037,629.99440746468,858.608460856179,475.168134487694,785.623259171851,580.636250559288,478.627685605359,905.922056116945,2102.6583706386,545.709843430943,420.206361489106,1231.09319168255,1336.47583249123,1103.53291567096,1067.91674498904,729.812129581594,305.428238743658
"Bilophila et rel.",66.7934438660345,81.8942831612035,83.5035013549578,77.962537116517,58.8058589547799,63.056389878171,66.8831838249642,79.3031546647668,69.324150979319,68.9403504928518,62.6849021910171,76.1810199974958,66.5288437312994,66.3610332435049,59.1003796748708,57.8517947481499,69.3109865626202,77.8823149020902,107.940904206338,81.7064148000018,62.5053783409397,67.7165117540167,66.7376740669272,76.0709849555535,69.7022877104847,63.687422674104,58.1082467543112,58.6395561106385,64.2748164007182,71.2124891780792,63.3536746538113,66.2172524274368,60.4229239671118,61.676872637826,65.9087915097133,73.2064305732075,65.4906153324658,69.9096756708134,77.3230267499731,71.9222960992752,67.5423332239641,64.2991794334776,68.1523541030533,82.1849636176275
"Brachyspira",54.2398818914617,58.2978415745279,61.2476239453503,60.295496924731,52.3217328787254,58.361370136388,54.763724156399,60.0647384927327,54.4289682466196,65.001178714048,55.7784609522835,72.3107544745227,60.1757622313948,58.4811976912563,52.7388580381845,53.0007340979026,66.5440593327961,64.9947351353456,61.424887066323,59.9014973644531,54.1393917160494,60.9222351481944,65.9471336493164,62.3065940308873,54.2855193904896,53.3488704381641,52.3957901570544,53.0905671259326,55.2264714374871,54.4561889516757,54.3482589421107,55.2000739146963,54.2813289277972,52.4144837535612,57.20590431765,56.3692530102843,54.79913788528,54.2204677727605,53.303136734946,52.9112682945062,57.5707398713785,55.8179159386819,67.1986929446842,62.576829425899
"Bryantella formatexigens et rel.",410.175367023488,633.067107390149,418.179468427763,454.513582041151,361.961673426969,471.558904271957,501.671976012763,455.658781848517,334.589615936054,416.045712732989,615.134722458135,460.162589304454,853.144704328512,536.696071135643,335.74561946698,294.373337832754,350.571518462108,378.87135856627,508.096302758065,398.950456731564,349.769736228225,281.231190305039,503.913002272651,609.490070790892,383.253115581781,559.876357223732,136.693776645227,157.269160376735,283.075988563061,305.320469634564,461.208653159656,474.297852679022,371.225601102488,523.007816827698,472.372566951801,592.100014226014,310.596671959637,306.564655683792,324.015524824553,313.435198347243,435.813400927296,560.160822150056,328.811999191538,417.290874895193
"Bulleidia moorei et rel.",71.0849966175514,79.7230989597582,66.6200690936374,71.1828083598829,60.0619428318447,61.8152188201945,65.0339075164235,66.0878169425025,78.3242111438468,78.5054218729167,63.6820546153548,65.7911670452393,71.9489630261257,74.0476055967945,119.952839195791,125.352061437702,86.8439513416304,75.5807235285597,72.3732098751684,71.4961767077299,64.6165760174164,67.1506693879031,65.8760761033321,66.3038347627689,98.7458366212779,97.6030107182033,104.716080049795,122.497199904405,63.8150518003273,61.2238638400127,64.0713381918236,63.1014570086388,83.5966048349022,90.4568849142238,62.8001132570124,71.9693077841418,69.8024460761011,81.1572434237086,72.4415941588587,71.8997984715474,73.7419624108913,64.4943412659962,79.7573588456788,67.0980440576162
"Burkholderia",125.351928132858,121.522108360783,105.736264052208,102.470773820228,83.8970573256268,87.8303527063919,142.432474598802,121.068895026197,97.5075686790176,150.698069174365,83.5110114051454,78.8851627854918,98.0980519658153,105.951001176952,76.7093410389974,69.3996370300956,96.3244066531907,110.226917184891,135.492499406233,134.450081391235,71.8218481656238,115.114756859412,113.863549216739,113.630598538635,90.9648601847075,91.6510419590594,68.9628669631192,88.2659155155788,77.167147827338,83.7297643999301,66.8313747552454,71.1573892573323,67.4903472861703,72.4418829911163,101.900721506667,99.5038032722044,105.506275173031,83.3818988574473,61.7206979123271,63.5780145046396,91.1525112645112,70.978025354217,73.2207894841215,62.1461618477621
"Butyrivibrio crossotus et rel.",298.068958985085,253.691341319711,213.671406698937,274.841685161973,246.167822952523,190.702233233658,270.090107088499,240.62072145168,176.178919811108,195.991965466211,239.886516249213,179.114929178494,248.168220406434,269.397529312794,274.313440108309,226.83599448246,163.310692622073,192.996953995167,197.714756670991,154.801490444899,289.657031777769,178.885491456797,371.70725503806,357.220327323548,232.095624445862,209.858145916681,229.378078380395,183.496567073625,362.612362004616,341.177099277757,303.068752278751,300.884561786796,285.849923994984,277.989475575765,199.438742103415,216.143693702948,198.977269049978,204.708204382456,229.544409279265,220.13785629859,209.002454035909,200.235549047261,257.607412915404,227.644188882305
"Campylobacter",57.2376919363159,56.3844791420866,60.4159275369213,61.2766561568431,54.8047298931001,58.3989003547806,55.748794413802,58.0002648501194,60.1285406874814,62.7210260643128,56.2003792667349,61.939888280704,59.4869864265706,56.3300402066677,53.6361587475047,53.3343501030144,66.8786623407167,66.27794841587,59.6963807918978,58.6487570351372,53.1309789586741,56.6342117865968,56.7562751807108,58.3432377149463,55.1958991232549,55.7791064476776,52.8122460190217,53.1041141190314,56.8188411069231,54.9856201302894,52.9310652916184,53.6770072692108,54.9787009732724,53.4031219570049,56.1507570324613,55.9042040618426,55.4121027243171,54.2603184194631,53.8952496815064,53.8555617600844,57.3408896144077,55.2852877724273,61.0413543071182,62.7387893269953
"Catenibacterium mitsuokai et rel.",81.6532712322367,73.5876479139611,73.6927830832335,72.95478662341,80.5279550516945,83.1141829092542,67.5126750712915,67.9098682713028,84.7221300220482,73.7572428746148,72.6520178717736,65.5106589378383,64.4785300327083,55.6701793456032,282.821989523845,192.57021404528,78.3994562440219,83.6468141692941,83.9972680622469,81.8296777675821,64.4140552207808,60.1707504863701,80.9398708378973,69.2770277499793,76.3817211942968,82.2808204660518,75.2258775283678,59.918854248055,118.151457135659,124.586293269958,68.2018337240906,75.58098971254,203.719835278964,921.086206658201,79.4781197912966,113.042592042591,72.7509272664789,98.074534760531,78.2599013991973,69.6729484963737,80.9857801836708,76.4887714003332,71.9803639184176,61.474087572985
"Clostridium (sensu stricto)",58.7776703804029,65.1104890115359,104.722732956942,72.1654060412506,61.0402878329851,65.333439958254,67.7284797629044,64.037736737413,67.4437587888142,68.606598962814,77.2808795914597,69.8674974125774,69.9346163841642,63.9853158158464,97.7322797403771,90.2115321833592,78.5549220362499,73.6237530533361,74.5960681741032,81.6736389791723,76.5875167230711,78.3790270949904,73.2890874148039,66.3030466892222,60.2446456824708,64.1725113655921,82.8389048361307,112.755291241428,109.584160060884,72.5554360127163,66.5680713495348,60.4964705003006,61.0469982890786,63.5069660675088,64.9297938763683,81.8690931764613,61.233302616305,59.9859313184698,63.9427652325871,67.8008790228128,65.9070415611424,62.8865731412776,67.1281072215612,63.5698476790137
"Clostridium cellulosi et rel.",203.316008672922,210.88324390298,244.874357488807,240.355863117684,162.497021159841,176.526552129876,337.088316027557,313.309508999056,248.414321873679,148.514217656084,254.725246685437,271.923240914691,153.674328965544,194.736379040123,248.736941700711,380.451555045445,148.261764315846,115.824928719066,142.429587040857,216.470178288057,433.791500360278,505.812974578503,154.486192379398,129.882334411501,219.865200958656,245.175040928321,542.142543602605,499.834153421352,142.911982338113,149.608333171851,220.524753389372,171.9000714945,568.743033844213,406.944016406837,96.2935795248534,131.431213634193,178.742973843015,331.09294887175,415.240787657194,384.074881766235,193.695518200864,158.28071695401,289.628136451551,297.269609891082
"Clostridium colinum et rel.",196.110288523145,230.083921825764,83.208779226069,83.7123064647951,127.349499948691,143.640180597803,145.413544604517,117.480428449563,91.9259450144495,90.5191723496802,173.860684156734,137.15622924935,238.704360907074,162.856515086618,103.528902843814,106.733114620303,168.718566675569,157.10551383545,126.801322954847,162.246854381806,149.935803911896,153.529061278721,96.7201210944051,114.777824510692,158.415996682422,165.241961971925,105.50966692413,126.381896600731,95.90991729518,88.7081997469857,148.180160954927,147.503798946667,143.27829718804,116.982961359187,139.526873294263,120.959041804131,213.218290735739,277.41105069215,114.241229573192,148.44619884576,104.209851995336,112.15330784675,205.397999347561,217.042389910519
"Clostridium difficile et rel.",88.0751913868262,116.393986579033,90.0537385578264,93.6570947172219,108.944291357256,100.509267349458,125.149105712494,140.268395098051,145.037806537381,80.7170992730048,85.0824524474501,89.5674238559294,103.945650388358,76.9184636973815,163.093215447426,202.756452455951,88.0236055386762,93.3651118672281,127.432898430362,107.63855056126,104.299418736958,115.909122139084,98.0587817487997,91.2149281189936,96.7646180292553,78.4337415196751,134.946611852194,276.070188293295,134.363523901957,168.628195792471,80.3019031342638,89.551762415192,92.719979087267,167.947556913982,137.95393054311,134.413811746661,101.72775780355,106.055115463049,102.860194456431,72.7177857634226,103.895309228705,113.636389534255,76.9728977454611,81.5824921474742
"Clostridium felsineum et rel.",59.5760403229314,65.2210070811855,92.9809042506105,71.5178780137477,60.0777020548019,61.2302389955067,65.9062582766984,65.863189081371,69.7010766173194,67.1200495256945,63.379002283768,60.855661844207,72.2334825972571,61.7951225501589,64.8819552527776,68.772239839636,72.859450518455,67.8207431452847,69.6749349895316,86.8073857169277,66.2630629031116,66.3668754655541,67.708699557851,72.2148550739276,59.2505563918393,67.6352393154187,64.8534641976462,104.546507386936,76.4449369744494,68.002517700487,60.088892940904,61.0871605656612,57.7580940605228,61.594786475397,62.647227597624,72.7574472787276,63.26180304651,62.1929031536082,59.4069691196486,68.895559679355,65.0810638721888,65.7359235956969,62.7314734032367,57.8688188468871
"Clostridium leptum et rel.",294.102849519629,311.177312870958,381.541822149919,319.454673199468,222.824858067206,252.806184866577,622.430320428211,604.565391432449,222.101379601295,143.187598843116,572.626670526251,671.384310641487,214.82352610312,283.172325344666,203.983031692284,356.171078929909,364.917590704923,208.447306380757,179.685482586974,268.828320894872,625.662231211351,818.731398010071,281.749503619739,189.218767313372,222.608386454706,228.364397576618,989.541710993913,919.546749488392,188.847820659631,149.645670319794,499.360428127512,259.399181684505,415.320366994465,233.891916039876,122.142878726323,200.772993958941,149.575171586785,341.785322367727,812.242759766205,776.082864792527,460.294575942715,392.151465358537,486.018930674045,454.71498336426
